监测点编码	监测点名称	城市	经度（原）	纬度（原）	bdx	bdy
1921A	中医学院	咸阳	108.7369	34.3164	108.748074	34.32112
1922A	党校	铜川	109.0656	35.0994	109.0772	35.105142
1923A	王益区政府	铜川	109.0697	35.0697	109.081317	35.075446
1924A	新区管委会	铜川	108.9344	34.9058	108.945532	34.910857
1925A	新区兰芝公司	铜川	108.9589	34.8731	108.97005	34.87834
1926A	枣园	延安	109.4131	36.6275	109.425141	36.633925
1927A	延大医附院	延安	109.4761	36.6028	109.48812	36.608764
1928A	市监测站	延安	109.4824	36.5767	109.494402	36.582548
1929A	百米大道	延安	109.5056	36.6106	109.51756	36.616395
1930A	庙沟村	宝鸡	107.1586	34.3708	107.169796	34.375824
1931A	竹园沟	宝鸡	107.0708	34.3017	107.082092	34.306321
1932A	三陆医院	宝鸡	107.1906	34.3672	107.201878	34.371759
1933A	监测站	宝鸡	107.1431	34.3547	107.154343	34.359687
1934A	技工学校	宝鸡	107.1186	34.3739	107.129971	34.378556
1935A	陈仓环保局	宝鸡	107.3906	34.3528	107.402007	34.357882
1936A	文理学院	宝鸡	107.2058	34.3497	107.217125	34.354033
1937A	三迪小学	宝鸡	107.2386	34.3622	107.249849	34.366679
1938A	农科所	渭南	109.5293	34.5101	109.540857	34.514801
1939A	日报社	渭南	109.5049	34.5004	109.516655	34.504808
1940A	体育馆	渭南	109.4636	34.493	109.475395	34.497825
1941A	高新一小	渭南	109.4266	34.5021	109.438366	34.507277
1942A	市科委	金昌	102.1878	38.5247	102.196401	38.530878
1943A	新川苑	金昌	102.1725	38.5339	102.18116	38.540084
1944A	公司二招	金昌	102.1708	38.5061	102.179435	38.512282
1945A	气象局	嘉峪关	98.2908	39.7711	98.297817	39.778186
1946A	酒钢耐材公司	嘉峪关				
1947A	沙湖旅游区	石嘴山	106.3394	38.817	106.350472	38.823788
1948A	大武口黄河东街	石嘴山	106.3717	39.0153	106.38303	39.021845
1949A	惠农南大街	石嘴山	106.7704	39.2282	106.7816	39.235096
1950A	红果子镇惠新街	石嘴山	106.7096	39.1292	106.720792	39.135867
1951A	长征新村	克拉玛依	84.8861	45.6033	84.89513	45.609898
1952A	南林小区	克拉玛依	84.8897	45.5828	84.898722	45.589367
1953A	白碱滩区	克拉玛依	85.1186	45.6886	85.128167	45.695593
1954A	独山子区	克拉玛依	84.8983	44.3336	84.907296	44.340177
1955A	乌尔禾区商贸楼	克拉玛依	85.6931	46.0872	85.702262	46.094174
1956A	孔雀公园	库尔勒	86.1461	41.7511	86.155145	41.758819
1957A	棉纺厂	库尔勒	86.2022	41.7192	86.211276	41.726418
1958A	经济开发区	库尔勒	86.2381	41.7128	86.247094	41.72004
1959A	监测站	寿光	118.746	36.881	118.758329	36.88716
1960A	世纪学校	寿光	118.78	36.864	118.79214	36.870685
1961A	环境监测站	章丘	117.541	36.71	117.553512	36.715857
1962A	明水开发区	章丘	117.541	36.71	117.553512	36.715857
1963A	环保局子站	即墨	120.61	36.44	120.621043	36.446293
1964A	开发区子站	即墨	120.47	36.39	120.481428	36.396638
1965A	JN子站	胶南	120.005	35.878	120.016632	35.884373
1966A	2号子站	胶南	120.039	35.872	120.050876	35.87791
1967A	胶州环保局	胶州	120.008	36.283	120.019709	36.289456
1968A	胶州一中	胶州	120.014	36.253	120.025745	36.259379
1969A	环保局子站	莱西	120.537	36.865	120.548427	36.871012
1970A	人民广场子站	莱西	120.515	36.885	120.526451	36.891265
1971A	1号	平度	119.952	36.792	119.96375	36.79805
1972A	2号	平度	119.976	36.799	119.987668	36.805537
1973A	蓬莱环保局	蓬莱	120.747	37.825	120.758522	37.831808
1974A	蓬莱博物馆	蓬莱	120.773	37.809	120.7846	37.815475
1975A	招远环保局	招远	120.399	37.374	120.41086	37.380726
1976A	招远教育局	招远	120.394	37.364	120.405845	37.3708
1977A	莱州环保局	莱州	119.941	37.177	119.952807	37.183177
1978A	莱州外经委	莱州	119.959	37.18	119.970765	37.186451
1979A	荣成市环保局办公楼	荣成	122.471	37.154	122.48244	37.160544
1980A	山东成山轮胎公司	荣成	122.41	37.161	122.421399	37.168153
1981A	文登市环保局	文登	122.038	37.197	122.04936	37.204198
1982A	文登市丝绸公司	文登	122.019	37.187	122.030329	37.19402
1983A	乳山市环保局	乳山	121.531	36.913	121.542315	36.919542
1984A	乳山市气象局	乳山	121.544	36.907	121.555219	36.913701
1985A	吴江市环保局	吴江	120.636	31.155	120.646724	31.158592
1986A	教师进修学校	吴江	120.635	31.17	120.645713	31.173613
1987A	吴江开发区	吴江	120.658	31.172	120.668802	31.175459
1988A	昆山实验小学	昆山	120.953	31.388	120.963646	31.392267
1989A	震川中学	昆山	120.999	31.381	121.009959	31.384799
1990A	海虞子站	常熟	120.758	31.67	120.768947	31.673844
1991A	兴福子站	常熟	120.721	31.671	120.731784	31.675396
1992A	菱塘子站	常熟	120.734	31.656	120.744823	31.660265
1993A	张家港市监测站	张家港	120.526	31.874	120.536944	31.87764
1994A	城北小学	张家港	120.55	31.882	120.560849	31.885631
1995A	太仓市监测站	太仓	121.115	31.453	121.126193	31.457062
1996A	科教新城实小	太仓	121.14	31.422	121.151181	31.425842
1997A	消防指挥中心	句容	119.146	31.955	119.157858	31.959465
1998A	房家坝	句容	119.18	31.955	119.191849	31.959168
1999A	虹桥邮政	江阴	120.268	31.92	120.279125	31.923979
2000A	五星公园	江阴	120.237	31.909	120.248025	31.913383
2001A	第二实验小学	江阴	120.302	31.92	120.313226	31.92373
2002A	宜兴市环保局	宜兴	119.818	31.354	119.829463	31.357584
2003A	宜园	宜兴	119.794	31.371	119.805472	31.374821
2004A	金坛市环境监测站	金坛	119.579	31.751	119.590518	31.754512
2005A	金坛市自来水公司	金坛	119.579	31.737	119.59053	31.740517
2006A	溧阳市东门子站	溧阳	119.46	31.4	119.471868	31.403782
2007A	燕山子站	溧阳	119.438	31.317	119.4499	31.320915
2008A	海门市监测站	海门	121.173	31.896	121.184028	31.900269
2009A	蓓蕾幼儿园	海门	121.1518	31.89708	121.162971	31.90101
2010A	市政府	临安	119.7183	30.2366	119.729722	30.239995
2011A	四中	临安	119.6942	30.2311	119.705652	30.234225
2012A	监测站	富阳	119.954	30.054	119.965125	30.057212
2013A	富春二小	富阳	119.946	30.049	119.957143	30.052093
2014A	江东	义乌	120.091	29.305	120.102232	29.308637
2015A	北苑	义乌	120.04	29.334	120.051274	29.337224
2016A	图书馆	诸暨	120.251	29.719	120.261858	29.722766
2017A	富林印务	诸暨	120.209	29.732	120.219966	29.735613
2018A	抱龙山庄	瓦房店	121.989	39.625	122.000691	39.63202
2019A	东山公园	瓦房店	122.011	39.617	122.022638	39.624471
2031A	云田中学	株洲	113.1817	27.9958	113.193971	27.998602
2054A	平桥分局	信阳	114.1044	32.1078	114.116688	32.112165
2064A	南湾水厂	信阳	114.0122	32.1403	114.024405	32.144409
2065A	市酿酒公司	信阳	114.0681	32.1342	114.080539	32.137983
2066A	审计局	信阳	114.0614	32.1383	114.073852	32.14201
2067A	市环境监测站	周口	114.6613	33.6128	114.673308	33.616856
2068A	周口师范	周口	114.6758	33.6347	114.6878	33.638965
2069A	市运管处	周口	114.6546	33.5979	114.666584	33.601913
2070A	川汇区环保局	周口	114.6369	33.6406	114.648836	33.644744
2073A	蓝田	漳州	117.7206	24.5086	117.73196	24.512093
2074A	漳州三中	漳州	117.6569	24.5157	117.668301	24.518395
2075A	九湖	漳州	117.6336	24.4674	117.644884	24.470259
2160A	自来水公司	晋城	112.85	35.5051	112.86271	35.510367
2161A	白云商贸	晋城	112.835	35.4934	112.847685	35.498829
2162A	市环保局	晋城	112.8564	35.4883	112.869093	35.493539
2163A	技术学院	晋城	112.8664	35.4894	112.879057	35.494692
2164A	泽州一中	晋城	112.8252	35.4813	112.837854	35.486902
2165A	白马寺	晋城	112.8453	35.546	112.858046	35.551339
2166A	平朔	朔州	112.44	39.3514	112.453223	39.358878
2167A	朔唯	朔州	112.4549	39.3606	112.468157	39.367882
2168A	区政府	朔州	112.4254	39.3179	112.438638	39.325372
2169A	市环保局	朔州	112.4078	39.3265	112.42113	39.333758
2170A	市二中	朔州	112.4279	39.3673	112.441159	39.374816
2171A	锦纶小区	晋中	112.7549	37.7019	112.767967	37.708443
2172A	榆次液压件厂	晋中				
2173A	南都小区	晋中	112.7306	37.7111	112.743716	37.717449
2174A	榆次区政府	晋中	112.7105	37.7087	112.723512	37.715241
2175A	运城中学	运城	110.9956	35.0147	111.00774	35.020245
2176A	禹都开发区	运城	111.0233	35.0611	111.035707	35.066472
2177A	运城学院	运城				
2178A	地区技校	运城	110.9678	35.0308	110.979913	35.036013
2179A	空港新区	运城	111.0414	35.1147	111.053945	35.119892
2180A	机引	忻州	112.7356	38.4186	112.748806	38.424856
2181A	开发区	忻州	112.7383	38.4519	112.751501	38.458166
2182A	会展中心	忻州	112.7003	38.4928	112.713287	38.499404
2183A	环保局	吕梁	111.1406	37.5211	111.153437	37.527935
2184A	豆制品厂	吕梁				
2185A	自来水公司	吕梁	111.1297	37.5136	111.142492	37.520619
2186A	聚英学校	乌海	106.8219	39.6719	106.833096	39.678855
2187A	市林业局	乌海	106.8089	39.6969	106.820044	39.704065
2188A	中海勃湾学校	乌海	106.7931	39.6572	106.804251	39.664468
2189A	通辽宾馆	通辽	122.2603	43.6267	122.272248	43.635345
2190A	胶建铝业	通辽	122.3039	43.6156	122.316011	43.62404
2191A	艺术职业学校	通辽	122.2532	43.6801	122.265204	43.688619
2192A	区环保局	呼伦贝尔	119.7594	49.2261	119.773142	49.234393
2193A	市艺校	呼伦贝尔	119.7283	49.2014	119.742137	49.209446
2194A	秋林养殖基地	巴彦淖尔	107.5936	40.916	107.605353	40.923049
2195A	附中	巴彦淖尔	107.4211	40.7608	107.433172	40.768311
2196A	市环保大楼	巴彦淖尔	107.3715	40.7378	107.383529	40.74535
2197A	集宁新区	乌兰察布	113.1306	40.9923	113.144313	41.000204
2198A	集宁旧区西	乌兰察布	113.0974	41.038	113.111319	41.045503
2199A	盟监测站	兴安盟	122.062	46.0872	122.07469	46.095263
2200A	胜华新制药厂	兴安盟	122.0506	46.0703	122.063171	46.07854
2201A	科右前旗环保局	兴安盟	121.9462	46.0756	121.958526	46.083288
2202A	市环保监测站	锡林郭勒盟	116.1042	43.9317	116.117715	43.93966
2203A	市政府	锡林郭勒盟	116.0781	43.9311	116.091599	43.939097
2204A	体育场	阿拉善盟	105.6775	38.8343	105.688188	38.840645
2205A	盟环保楼	阿拉善盟	105.6975	38.843	105.708124	38.849701
2206A	环保局新楼	阿拉善盟	105.724	38.8516	105.734643	38.858446
2207A	工业园区	阜新	121.6178	41.9967	121.629742	42.004377
2208A	长青街	阜新	121.6561	42.0186	121.667929	42.026901
2209A	农业园区	阜新	121.6972	42.0503	121.709136	42.058601
2210A	东苑	阜新	121.6722	42.0228	121.684013	42.031287
2211A	玉龙新城	阜新	121.6592	42.0486	121.671015	42.056947
2212A	宏伟区	辽阳	123.2	41.1953	123.212304	41.203283
2213A	新华园	辽阳	123.15	41.2553	123.16237	41.263375
2214A	滨河路	辽阳	123.1761	41.2736	123.188528	41.281389
2215A	铁西工业园	辽阳	123.1417	41.2894	123.154061	41.29768
2216A	汇工街西	铁岭	123.8139	42.3022	123.826274	42.310554
2217A	水上乐园	铁岭	123.8831	42.2953	123.895487	42.303055
2218A	银州路东段	铁岭	123.8489	42.2864	123.861165	42.294778
2219A	金沙江路北	铁岭	123.7153	42.2217	123.727661	42.230285
2220A	西梁	朝阳	120.4439	41.5931	120.456098	41.601398
2221A	河畔小区	朝阳	120.4486	41.5672	120.460774	41.575577
2222A	八里堡	朝阳	120.4247	41.5647	120.437071	41.572724
2223A	农业园区	朝阳	120.3939	41.615	120.406234	41.623171
2224A	监测站	四平	124.3419	43.1747	124.354562	43.183299
2225A	一商场	四平	124.3711	43.1594	124.38396	43.167635
2226A	境园	四平	124.3897	43.1847	124.402549	43.193079
2227A	环保局	辽源	125.1358	42.8947	125.148643	42.903463
2228A	污水处理厂	辽源	125.1567	42.8953	125.169453	42.904176
2229A	光明	通化	125.9361	41.7156	125.948365	41.723381
2230A	铁路	通化	125.9486	41.7381	125.960855	41.746005
2231A	喜丰	白山	126.4047	41.9206	126.417202	41.928792
2232A	环保局	白山	126.4078	41.9419	126.420292	41.95006
2233A	江南	松原	124.8292	45.0878	124.841995	45.095642
2234A	江北	松原	124.8528	45.1642	124.865686	45.171759
2235A	洮北区环保局	白城	122.8444	45.6289	122.856786	45.636813
2236A	市环保局	白城	122.8211	45.6175	122.833655	45.625108
2237A	妇幼医院	延边州	129.4892	42.8939	129.502626	42.902682
2238A	延边医院	延边州	129.5042	42.9061	129.517656	42.914557
2239A	朝阳川镇医院	延边州	129.3675	42.8775	129.38103	42.886429
2240A	环保局　	鸡西	130.962	45.2924	130.976052	45.300217
2241A	自来水公司　	鸡西	130.9817	45.305	130.995832	45.312854
2242A	白酒厂　	鸡西	131.0103	45.2948	131.024399	45.303249
2243A	气象局　	鸡西	130.9298	45.2978	130.943546	45.306134
2244A	哈啤分公司	鹤岗	130.2659	47.3349	130.280317	47.343014
2245A	斯达机电	鹤岗	130.261	47.2753	130.275417	47.283332
2246A	东山纸板厂	鹤岗	130.3172	47.3489	130.33146	47.357755
2247A	五号水库	鹤岗	130.1097	47.3382	130.124348	47.346626
2248A	双合村	双鸭山	131.1638	46.6572	131.178276	46.66574
2249A	南小市	双鸭山	131.1651	46.619	131.179586	46.627515
2250A	环保局	双鸭山	131.1516	46.6462	131.166073	46.654831
2251A	苗圃	双鸭山	131.1572	46.5888	131.171691	46.597403
2252A	中心医院	伊春	128.8736	47.7222	128.88696	47.730803
2253A	林管局	伊春	128.9094	47.7317	128.922969	47.739772
2254A	汤旺河国家公园	伊春	129.4942	48.4658	129.508688	48.474162
2255A	佳纺	佳木斯	130.2719	46.8025	130.286181	46.810457
2256A	发电厂	佳木斯	130.3961	46.8267	130.410622	46.834934
2257A	环保局	佳木斯	130.3258	46.7975	130.340011	46.806033
2258A	十一中	佳木斯	130.3648	46.8032	130.379351	46.811148
2259A	四丰	佳木斯	130.3794	46.7588	130.393944	46.766738
2260A	环保局	七台河	131.0032	45.7677	131.017413	45.775952
2261A	新建　	七台河	130.8625	45.8194	130.876519	45.827101
2262A	葫头沟	七台河	130.9467	45.8309	130.960702	45.838872
2263A	交通局　	黑河	127.4961	50.2486	127.51016	50.255935
2264A	党校	黑河	127.5044	50.2391	127.518397	50.24648
2265A	地震局　	黑河	127.4143	50.2538	127.428365	50.261899
2266A	人和东街	绥化	126.9934	46.6384	127.006395	46.646178
2267A	党政办公中心	绥化	126.9636	46.6527	126.976268	46.660916
2268A	环保局	大兴安岭地区	124.1186	50.4269	124.132861	50.434316
2269A	公安局	大兴安岭地区	124.1303	50.4217	124.144573	50.429015
2270A	工人疗养院	蚌埠	117.3961	32.939	117.408521	32.943111
2271A	百货大楼	蚌埠	117.3575	32.9444	117.369706	32.949028
2272A	二水厂	蚌埠	117.3086	32.935	117.320863	32.93893
2273A	蚌埠学院	蚌埠	117.4186	32.8913	117.431059	32.89524
2274A	淮上区政府	蚌埠	117.3536	32.9673	117.365782	32.971938
2275A	高新区	蚌埠	117.3065	32.8985	117.318769	32.90238
2276A	大通区政府	淮南	117.0417	32.6611	117.05389	32.664914
2277A	潘集区政府	淮南	116.8028	32.7639	116.814663	32.767582
2278A	师范学院	淮南	117.0083	32.645	117.020198	32.649252
2279A	谢家集区政府	淮南	116.8556	32.6028	116.867211	32.606783
2280A	八公山区政府	淮南	116.8306	32.6319	116.84238	32.635515
2281A	焦岗湖风景区管理处	淮南	116.7039	32.625	116.71571	32.628597
2282A	监测站	淮北	116.8008	33.975	116.812789	33.979318
2283A	烈山区政府	淮北	116.8067	33.8997	116.818678	33.903931
2284A	职业技术学院	淮北	116.7844	33.9461	116.796303	33.950693
2285A	市第四中学	铜陵	117.8178	30.9414	117.829554	30.945317
2286A	市公路局	铜陵	117.8078	30.9222	117.819621	30.925958
2287A	市新民污水厂	铜陵	117.7806	30.9414	117.792581	30.944814
2288A	市第九中学	铜陵	117.7442	30.8811	117.75615	30.884847
2289A	车站新区	铜陵	117.8561	30.9219	117.867776	30.925668
2290A	市职教基地	铜陵	117.8472	30.9697	117.858892	30.973643
2291A	环科院	安庆	117.0549	30.5103	117.066948	30.51365
2292A	马山宾馆	安庆	117.0331111	30.51197222	117.045039	30.515474
2293A	联富花园	安庆	117.0486	30.5489	117.060604	30.552261
2294A	安庆大学	安庆	116.9894	30.6145	117.00103	30.618397
2295A	延安路89号	黄山	118.3057	29.7128	118.317264	29.716658
2296A	黄山东路89号	黄山	118.3236	29.7207	118.335189	29.724594
2297A	黄山区政府5号楼	黄山	118.1371	30.2756	118.149101	30.27893
2298A	老年大学	滁州	118.3094	32.3153	118.321219	32.31963
2299A	人大宾馆	滁州	118.3244	32.2786	118.336229	32.282921
2300A	监测站	滁州	118.3158	32.3061	118.327626	32.310454
2301A	市监测站	阜阳	115.8275	32.8928	115.839366	32.896734
2302A	市委党校	阜阳				
2303A	开发区	阜阳	115.8556	32.8603	115.867447	32.86386
2304A	监测楼	宿州	116.9765	33.6481	116.988388	33.652782
2305A	一中	宿州	116.9677	33.6284	116.979602	33.632904
2306A	火车站	宿州	116.989	33.63063889	117.000906	33.635484
2307A	监测大楼	六安	116.508	31.7371	116.519542	31.741401
2308A	皖西学院	六安	116.478	31.7618	116.489746	31.765732
2309A	朝阳厂	六安	116.5068	31.7797	116.518329	31.783985
2310A	开发区	六安	116.5661	31.7712	116.577641	31.774713
2311A	污水处理厂	亳州	115.8067	33.8399	115.818602	33.844699
2312A	三国揽胜宫	亳州	115.7831	33.8561	115.795067	33.86095
2313A	环保大楼	池州	117.4808	30.6414	117.492736	30.645402
2314A	池州学院	池州	117.4697	30.6617	117.481653	30.665746
2315A	平天湖	池州	117.4974	30.6539	117.509326	30.657652
2316A	鳌峰子站	宣城	118.7581	30.9447	118.769746	30.948359
2317A	敬亭山子站	宣城	118.7386	30.9742	118.750332	30.977656
2318A	开发区子站	宣城	118.7175	30.9431	118.729147	30.946644
2319A	荔城区仓后路	莆田	119.0156	25.442	119.026825	25.445433
2320A	莆田市监测站	莆田	119.0018	25.4552	119.013045	25.458342
2321A	涵江区六中	莆田	119.1117	25.4556	119.123183	25.458753
2322A	秀屿区政府	莆田	119.1015	25.3214	119.112986	25.324469
2323A	东圳水库	莆田	118.981	25.4792	118.992242	25.481998
2324A	三钢	三明	117.6211	26.2625	117.632449	26.265128
2325A	三明二中	三明	117.6353	26.2708	117.646728	26.273188
2326A	三元区政府	三明	117.6028	26.2378	117.614085	26.240682
2327A	洋溪	三明	117.7275	26.3108	117.739006	26.313783
2331A	茫荡山	南平	118.0966	26.6761	118.108231	26.679061
2332A	南平市监测站	南平	118.1694	26.6383	118.180889	26.641104
2333A	南平铝业有限公司	南平	118.1819	26.6514	118.193328	26.654376
2334A	南平七中	南平	118.1756	26.6272	118.187039	26.630097
2335A	龙岩师专	龙岩	117.0181	25.1174	117.029477	25.120783
2336A	龙岩市监测站	龙岩	117.0216	25.1035	117.033001	25.106829
2337A	闽西职业技术学院	龙岩	117.0256	25.0661	117.036996	25.069356
2338A	龙岩学院	龙岩	117.0151	25.0311	117.026422	25.034509
2339A	金涵水库	宁德	119.5001	26.6946	119.511307	26.697492
2340A	蕉城区农机局	宁德	119.5202	26.6607	119.531315	26.663629
2341A	宁德市监测站	宁德	119.5392	26.6611	119.550302	26.663746
2342A	王岗中学	景德镇	117.3097	29.3864	117.321608	29.389564
2343A	老干部活动中心	景德镇	117.2111	29.2958	117.22286	29.299244
2344A	兽医站	景德镇	117.1983	29.2786	117.210116	29.281816
2345A	台达陶瓷	景德镇	117.1558	29.2647	117.167692	29.267902
2346A	陶研所	景德镇	117.2461	29.2956	117.2578	29.299193
2347A	武功山气象站	萍乡	114.0944	27.4948	114.106357	27.497894
2348A	中医院	萍乡	113.8381	27.6428	113.849996	27.64531
2349A	市政府车库	萍乡	113.8447	27.6231	113.856548	27.625714
2350A	市环保局	萍乡	113.8686	27.6442	113.880313	27.647099
2351A	安源区政府	萍乡	113.865	27.6178	113.876722	27.620679
2352A	北岗	新余	115.0586	27.7758	115.070298	27.778916
2353A	飞宇	新余	114.9831	27.8344	114.994593	27.837106
2354A	第二水厂	新余	114.9289	27.8328	114.94024	27.83542
2355A	市气象局	新余	114.9314	27.8036	114.942725	27.80627
2356A	新钢氧气厂	新余	114.9119	27.8042	114.923283	27.806521
2357A	龙虎山	鹰潭	116.9622	28.095	116.973623	28.097551
2358A	新监测站	鹰潭	117.0564	28.2642	117.068233	28.2667
2359A	财苑宾馆	鹰潭	117.0281	28.2403	117.039792	28.243028
2360A	体育馆	鹰潭	117.0222	28.2264	117.033843	28.22922
2361A	三川水表	鹰潭	116.9983	28.2169	117.009772	28.219945
2362A	通天岩	赣州	114.9064	25.9118	114.917661	25.914254
2363A	地委	赣州	114.9367	25.8664	114.947891	25.869395
2364A	气象台	赣州	114.9461	25.8481	114.957301	25.851239
2365A	市图书馆	赣州	114.9322	25.8333	114.94342	25.836244
2366A	华坚鞋城	赣州	114.8905	25.8471	114.901793	25.84956
2367A	红声器材厂	吉安	114.9817	27.0658	114.993131	27.068465
2368A	市森林工业局	吉安	114.9739	27.11	114.985267	27.112783
2369A	市环境监测站	吉安	114.99	27.1311	115.00151	27.133661
2370A	青原区法院	吉安	115.0075	27.0983	115.019097	27.100668
2371A	槟榔水业	宜春	114.3442	27.8036	114.355892	27.806735
2372A	市中国银行	宜春	114.3806	27.8014	114.392386	27.804367
2373A	市石油公司	宜春	114.3953	27.7842	114.407164	27.786928
2374A	市气象局	宜春	114.3703	27.7914	114.382046	27.794521
2375A	市广电局	宜春	114.4011	27.8072	114.412966	27.809843
2376A	桐源党溪	抚州	116.2239	28.0797	116.235367	28.082101
2377A	市站	抚州	116.3553	27.9883	116.366868	27.990994
2378A	血防站	抚州	116.3598	27.9639	116.371337	27.966676
2379A	采茶剧团	抚州	116.3574	28.0005	116.368963	28.00323
2380A	医学分院	抚州	116.385	27.9647	116.396473	27.967902
2381A	百草园	上饶	118.0058	28.4569	118.017531	28.459352
2382A	市监测站	上饶	117.973	28.4459	117.9845	28.448772
2383A	凤凰光学	上饶	117.9511	28.4622	117.962531	28.465166
2384A	开发区管委会	上饶	117.9033	28.4303	117.914822	28.432529
2385A	市监测站	鹤壁	114.17	35.9019	114.182734	35.907612
2386A	市交警支队	鹤壁	114.2956	35.7511	114.308131	35.75669
2387A	迎宾馆	鹤壁	114.2878	35.7306	114.300304	35.736184
2388A	科技学院	新乡	113.926	35.279	113.938502	35.284083
2389A	环保西院	新乡	113.836	35.31	113.848618	35.315354
2390A	开发区	新乡	113.884	35.272	113.896332	35.277675
2391A	环保东院	新乡	113.883	35.303	113.89536	35.308723
2392A	环保局	濮阳	115.031	35.763	115.043473	35.768788
2393A	紭天威	濮阳	114.9906	35.767	115.002891	35.772778
2394A	油田运输公司	濮阳	115.0628	35.7672	115.07521	35.773566
2395A	油田物探公司	濮阳	115.0772	35.767	115.089619	35.773436
2396A	监测站	许昌	113.8331	34.0117	113.845595	34.015992
2397A	环保局	许昌	113.8208	34.0314	113.833356	34.035579
2398A	开发区	许昌	113.7906	33.9953	113.803201	33.999734
2399A	三五一五工厂	漯河	114.056	33.567	114.068595	33.571263
2400A	漯河大学	漯河	114.005	33.568	114.017294	33.572759
2401A	水利局	漯河	114.014	33.581	114.026356	33.585677
2402A	广电局	漯河	114.0322	33.5653	114.044692	33.569707
2403A	环保局　	南阳	112.5192	32.9917	112.531593	32.995642
2404A	瓦房庄	南阳	112.5224	33.0122	112.534788	33.016208
2405A	汉画馆	南阳	112.5003	32.9735	112.512815	32.977249
2406A	气象站	南阳	112.5573	33.027	112.569497	33.031303
2407A	理工学院	南阳	112.55	32.9683	112.562172	32.972562
2408A	环境监测站　	商丘	115.6697	34.4286	115.681629	34.433604
2409A	粮食局　	商丘	115.6558	34.429	115.667745	34.433836
2410A	睢阳区环保局　	商丘	115.6386	34.407	115.650596	34.411492
2411A	第三人民医院　	商丘	115.6578	34.402	115.669732	34.406851
2420A	市一纸厂　	驻马店	114.018	32.965	114.030324	32.969251
2421A	市彩印厂　	驻马店	114.0131	33.0069	114.025415	33.011251
2422A	天方二分厂　	驻马店	113.996	32.996	114.008211	33.000442
2423A	沈家营	黄石	115.0625	30.2352	115.074376	30.23911
2424A	陈家湾	黄石	115.0767	30.2028	115.08857	30.206787
2425A	新下陆	黄石	114.9551	30.1765	114.966623	30.180194
2426A	铁山	黄石	114.8949	30.2043	114.906504	30.207238
2427A	经济开发区	黄石	115.0264	30.2099	115.03831	30.213164
2428A	武当山	十堰	111.0419	32.395	111.054186	32.398658
2429A	滨河新村	十堰	110.78	32.6494	110.791823	32.653329
2430A	刘家沟	十堰	110.7258	32.6389	110.737592	32.642765
2431A	铁二处	十堰	110.8839	32.5714	110.895559	32.575357
2432A	襄城运动路	襄阳	112.155	32.0197	112.167551	32.023541
2433A	樊城新华路	襄阳	112.1392	32.0564	112.151868	32.060096
2434A	高新管委会	襄阳	112.1825	32.1142	112.194879	32.1184
2435A	襄州航空路	襄阳	112.2106	32.0903	112.222956	32.094407
2436A	市政府	鄂州	114.8878	30.3944	114.899453	30.397396
2437A	赵家坝	鄂州	114.8989	30.3714	114.910541	30.374368
2438A	凡口开发区	鄂州	114.8131	30.4133	114.824745	30.416876
2439A	竹园小学	荆门	112.2014	31.0483	112.213624	31.052401
2440A	掇刀	荆门	112.1969	30.9892	112.209161	30.993305
2441A	石化一小	荆门	112.2211	31.0386	112.233366	31.042413
2442A	市政府	荆门	112.1931	31.0375	112.205339	31.041633
2443A	文化路	孝感	113.9153	30.9285	113.92732	30.931838
2444A	东城区	孝感	113.942	30.9075	113.954084	30.910729
2445A	大洲岛	黄冈	114.8857	30.4522	114.897316	30.455216
2446A	职工中心	黄冈	114.9028	30.4742	114.914428	30.477208
2447A	森林公园	咸宁	114.3036	29.8181	114.315566	29.821298
2448A	市发改委	咸宁	114.3231	29.8211	114.335019	29.824612
2449A	咸安区政府	咸宁	114.2894	29.8539	114.301335	29.857048
2450A	长江产业园	咸宁	114.3372	29.8686	114.34907	29.872376
2451A	市委党校	随州	113.3583	31.7275	113.371034	31.731505
2452A	市林业局	随州	113.3833	31.6908	113.395951	31.695224
2453A	市立交桥水厂	随州	113.3983	31.7308	113.410952	31.735268
2454A	湖北民院	恩施州	109.5039	30.2989	109.515312	30.301997
2455A	州电力总公司	恩施州	109.4689	30.2819	109.480366	30.285329
2456A	原169医院	衡阳	112.5328	26.9089	112.544607	26.911541
2457A	衡阳化工总厂	衡阳	112.6194	26.9258	112.631238	26.927897
2458A	珠晖区环保局	衡阳	112.6211	26.8956	112.632931	26.897699
2459A	市委党校	衡阳	112.6197	26.8733	112.631508	26.875381
2460A	市监测站	衡阳	112.6006	26.8919	112.612395	26.894057
2461A	真空机电公司	衡阳	112.5664	26.9056	112.5781	26.908309
2462A	市水土所	邵阳	111.5239	27.3033	111.535882	27.305628
2463A	市一中	邵阳	111.4733	27.2317	111.485261	27.234774
2464A	市化工厂	邵阳	111.4908	27.2582	111.502767	27.261122
2465A	市罐头厂	邵阳	111.4503	27.2537	111.462393	27.256608
2466A	市环保局	邵阳	111.4328	27.2272	111.444963	27.229834
2467A	甘溪港	益阳	112.4067	28.6428	112.418939	28.645779
2468A	市环保局	益阳	112.3458	28.5808	112.358021	28.583628
2469A	市特殊教育学校	益阳	112.3439	28.56	112.356088	28.562844
2470A	资阳区政务中心	益阳	112.3347	28.6047	112.346853	28.607708
2471A	赫山环保分局	益阳	112.3744	28.5819	112.386747	28.584461
